security_id,price_date,open,high,low,close,volume
1,2023-01-03,101.25934552044797,101.25934552044797,98.7012989937516,100.0,1350003
1,2023-01-04,100.75718848239303,101.77612636647618,98.32741985293698,99.7774413794143,1164491
1,2023-01-05,99.35414553719573,103.74999898477562,98.45940800091252,102.89417114555981,1721410
1,2023-01-06,102.39041997345835,102.81802090838569,98.9696273227583,99.82482919261301,1095327
1,2023-01-09,101.27451971352254,103.14204648341752,96.83913435890734,97.42274296777977,2159190
1,2023-01-10,97.03783388502222,101.02622325701725,94.67578464026772,99.5160597775887,1842496
1,2023-01-11,98.50686229717235,99.9725053535874,93.8013615946598,94.61132784532789,1986415
1,2023-01-12,94.84204403657029,95.42034770346099,91.64208923600955,93.68542934925875,2097862
1,2023-01-13,92.40064293198067,94.7856678625184,92.09289754296843,94.70873701818695,2012731
1,2023-01-17,94.7497844523356,95.5197904656623,93.51776895629965,94.09527530214255,1174751
1,2023-01-18,84.73927429258083,89.40417911858916,77.33711703619832,78.57080868669836,8935909
1,2023-01-19,81.15283468978305,82.54203651001339,78.91466843244697,79.41632321414185,4911090
1,2023-01-20,80.83059724548644,81.2188340695717,78.65648139761116,79.8211844648654,2718576
1,2023-01-23,79.96031974255446,82.48089080050168,77.32341190482852,81.39510304487219,2829955
1,2023-01-24,81.17946552446847,81.72065960186906,79.74915741148885,79.74915741148885,1399185
1,2023-01-25,78.4691192623836,79.55145463675265,76.42042276067939,76.53638226210019,2985018
1,2023-01-26,77.02974996851407,78.3737401276001,76.76095340152828,77.98974189298164,3087121
1,2023-01-27,77.76037154890547,79.71974940149164,77.56827869836414,79.10504348631235,1669981
1,2023-01-30,77.78034179089138,83.13520185806235,77.78034179089138,81.4016103661478,2446942
1,2023-01-31,81.12507400021471,83.0063529403321,79.58934281506738,79.70452540005742,2154001
1,2023-02-01,80.12328053450084,81.39202699658667,77.5088921076188,80.54619846624902,2895730
1,2023-02-02,80.7157544055053,82.66762984046714,79.52932289399234,79.95031048205642,2618736
1,2023-02-03,78.56203461856347,84.18180547392865,78.40911960241219,81.58218457372394,3097453
1,2023-02-06,80.27078918095933,81.8762052562059,79.12406653750524,80.38546436157864,6276687
1,2023-02-07,63.088926337364995,67.34082370594096,61.74824456003719,66.76624475763366,19607264
1,2023-02-08,67.1183771364724,69.4949232010357,67.1183771364724,67.34836381439747,5359718
